gender,senior_citizen,partner,dependents,tenure,online_security,online_backup,tech_support,streaming_tv,streaming_movies,payment_method,contract_type,paperless_billing,monthly_charges,total_charges,churn
Female,0,No,No,35,No,Yes,Yes,No,No,Mailed check,Month-to-month,Yes,77.85,2692.56,Yes
Female,0,No,No,54,Yes,No,No,Yes,Yes,Mailed check,Two year,No,75.21,4045.58,No
Male,0,Yes,Yes,56,No,No,No,Yes,No,Mailed check,Month-to-month,Yes,64.97,3623.95,Yes
Male,0,No,No,44,No,No,No,No,Yes,Mailed check,Month-to-month,Yes,59.65,2647.55,No
Male,0,No,No,28,Yes,Yes,No,No,No,Credit card (automatic),Two year,No,115.13,3199.61,Yes
Male,0,Yes,No,55,No,No,No,Yes,No,Mailed check,Month-to-month,Yes,59.38,3337.73,No
Male,0,Yes,No,35,Yes,No,No,No,No,Electronic check,One year,Yes,102.81,3670.05,Yes
Male,0,Yes,Yes,48,No,No,No,No,Yes,Bank transfer (automatic),One year,Yes,53.56,2581.36,No
Female,0,Yes,No,45,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),One year,No,89.44,4009.48,No
Male,0,Yes,No,34,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,No,112.81,3811.55,Yes
Female,1,Yes,Yes,9,No,Yes,Yes,Yes,No,Electronic check,Month-to-month,No,61.9,571.35,No
Female,1,Yes,No,22,No,Yes,No,No,Yes,Electronic check,Two year,No,53.98,1209.74,No
Male,0,No,Yes,68,No,No,No,No,No,Credit card (automatic),One year,Yes,59.7,4050.45,No
Male,0,Yes,No,38,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,69.54,2624.65,No
Female,0,Yes,Yes,46,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,Yes,77.72,3591.22,No
Female,0,No,Yes,19,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,69.04,1314.87,Yes
Female,0,Yes,No,51,Yes,No,No,No,Yes,Mailed check,Month-to-month,No,59.92,3030.19,No
Female,1,Yes,Yes,36,Yes,No,Yes,No,No,Credit card (automatic),Two year,Yes,116.91,4213.81,No
Female,1,Yes,No,16,Yes,No,Yes,Yes,No,Mailed check,Two year,No,65.19,1015.79,No
Male,0,Yes,No,11,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,55.12,572.47,Yes
Male,0,Yes,No,29,No,No,Yes,Yes,Yes,Bank transfer (automatic),Two year,No,89.93,2607.81,Yes
Male,0,Yes,Yes,41,No,Yes,No,No,No,Electronic check,One year,Yes,90.31,3677.03,Yes
Male,0,Yes,No,21,No,Yes,No,Yes,No,Electronic check,One year,No,103.9,2148.91,Yes
Male,1,No,No,18,No,No,No,No,No,Mailed check,Two year,Yes,116.27,2139.89,Yes
Male,0,No,No,20,Yes,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,78.31,1548.56,Yes
Female,1,Yes,No,22,No,Yes,Yes,Yes,No,Bank transfer (automatic),Two year,No,63.08,1470.75,No
Female,0,Yes,No,54,Yes,No,Yes,No,No,Mailed check,Month-to-month,No,24.35,1342.9,No
Male,0,Yes,No,36,Yes,Yes,No,Yes,Yes,Mailed check,Month-to-month,Yes,47.49,1672.76,No
Female,0,No,No,34,Yes,Yes,Yes,No,No,Mailed check,Month-to-month,No,75.01,2602.38,No
Female,0,No,No,12,Yes,No,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,41.66,467.64,Yes
Female,0,Yes,No,40,Yes,Yes,No,Yes,Yes,Electronic check,One year,No,31.96,1367.08,No
Male,0,Yes,No,70,No,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,71.58,5020.77,No
Female,0,Yes,No,54,Yes,Yes,No,Yes,Yes,Mailed check,Month-to-month,No,88.64,4811.1,No
Male,1,No,No,33,Yes,No,Yes,No,Yes,Mailed check,One year,Yes,64.08,2116.18,Yes
Female,0,No,No,23,No,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,No,91.52,2116.99,Yes
Female,0,Yes,No,26,Yes,No,Yes,Yes,No,Mailed check,Month-to-month,No,84.8,2194.44,Yes
Female,0,No,Yes,2,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,No,97.58,153.5,Yes
Female,0,Yes,Yes,3,No,Yes,No,No,No,Credit card (automatic),Two year,No,122.16,381.77,Yes
Male,0,No,No,56,No,No,No,No,Yes,Credit card (automatic),One year,No,130.0,7326.12,Yes
Female,0,No,No,61,No,Yes,No,No,No,Mailed check,Month-to-month,Yes,87.56,5287.59,Yes
Female,0,Yes,No,70,No,No,Yes,No,Yes,Bank transfer (automatic),One year,Yes,58.96,4196.77,No
Male,0,Yes,No,46,No,Yes,No,Yes,No,Mailed check,One year,Yes,71.48,3315.32,Yes
Male,1,No,No,67,No,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,107.76,7200.13,No
Female,0,Yes,No,30,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,48.56,1436.41,No
Male,1,No,No,19,No,No,No,Yes,No,Electronic check,Month-to-month,No,104.74,2074.02,Yes
Male,0,Yes,Yes,18,No,Yes,Yes,No,Yes,Mailed check,Month-to-month,Yes,65.92,1228.84,No
Female,0,No,No,18,No,Yes,Yes,No,Yes,Electronic check,Two year,Yes,75.45,1409.42,No
Male,0,Yes,Yes,54,Yes,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,50.62,2721.94,Yes
Male,0,Yes,No,1,No,Yes,Yes,No,No,Electronic check,Month-to-month,No,38.23,63.23,Yes
Male,0,Yes,No,69,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,63.31,4383.97,No
Female,0,Yes,No,56,No,No,Yes,No,No,Bank transfer (automatic),One year,Yes,101.27,5663.39,No
Female,0,Yes,No,28,Yes,No,No,Yes,Yes,Mailed check,Two year,Yes,53.15,1493.2,No
Female,0,No,No,51,Yes,No,No,No,No,Credit card (automatic),Month-to-month,Yes,108.7,5593.68,Yes
Male,0,Yes,Yes,10,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,56.25,634.49,Yes
Male,0,Yes,Yes,32,No,No,No,No,Yes,Electronic check,One year,No,44.36,1408.28,No
Female,0,Yes,No,8,No,No,No,No,No,Electronic check,Month-to-month,No,76.09,549.61,No
Female,0,Yes,No,9,No,Yes,Yes,No,Yes,Mailed check,Month-to-month,No,86.3,850.64,Yes
Male,1,No,No,1,Yes,No,Yes,No,Yes,Electronic check,One year,Yes,74.51,149.04,Yes
Male,0,No,Yes,58,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,73.62,4288.14,No
Male,1,Yes,No,54,No,No,No,No,No,Electronic check,Month-to-month,Yes,108.47,5938.1,Yes
Female,1,No,No,65,No,Yes,Yes,No,No,Credit card (automatic),Month-to-month,No,72.28,4712.81,No
Male,0,No,No,71,No,No,No,No,No,Mailed check,Month-to-month,No,58.71,4127.52,No
Female,0,No,Yes,70,Yes,No,Yes,No,Yes,Bank transfer (automatic),Two year,Yes,42.81,2937.57,No
Male,0,Yes,No,72,Yes,No,Yes,No,No,Electronic check,Month-to-month,Yes,100.57,7181.37,Yes
Female,0,Yes,Yes,2,No,Yes,No,Yes,Yes,Electronic check,Month-to-month,No,59.78,119.77,No
Female,0,Yes,No,57,No,Yes,No,No,No,Mailed check,One year,Yes,62.13,3520.17,No
Female,0,No,Yes,53,Yes,Yes,No,Yes,No,Mailed check,Two year,No,95.25,5021.94,Yes
Male,1,No,No,12,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,119.3,1426.78,Yes
Male,0,Yes,No,10,No,No,No,No,No,Electronic check,One year,No,76.03,798.93,No
Female,0,Yes,Yes,71,No,Yes,No,Yes,No,Electronic check,One year,Yes,66.71,4711.94,Yes
Male,0,No,No,64,No,Yes,Yes,Yes,No,Credit card (automatic),Month-to-month,No,69.86,4439.13,No
Female,0,No,No,24,No,No,No,No,No,Electronic check,Month-to-month,No,59.07,1395.96,Yes
Female,0,Yes,No,6,No,Yes,Yes,No,No,Electronic check,One year,Yes,61.46,410.2,Yes
Female,0,No,No,25,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,No,61.59,1536.56,Yes
Male,0,Yes,Yes,1,No,No,Yes,No,No,Electronic check,Month-to-month,Yes,91.86,104.45,Yes
Female,0,Yes,No,50,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,67.88,3464.08,No
Male,0,No,No,28,No,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,102.62,3001.41,Yes
Female,0,No,No,4,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,67.21,297.65,No
Female,0,No,No,71,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,61.19,4368.94,Yes
Female,1,Yes,No,60,No,No,Yes,No,No,Electronic check,Two year,Yes,100.67,5986.84,No
Male,1,Yes,Yes,66,Yes,Yes,No,No,No,Electronic check,One year,Yes,70.52,4670.72,No
Female,0,Yes,No,72,No,No,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,66.97,4824.31,No
Male,0,Yes,No,2,No,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,70.81,181.76,Yes
Male,0,Yes,No,56,No,No,No,No,No,Electronic check,Two year,Yes,105.2,5873.54,No
Female,0,Yes,No,57,No,Yes,No,No,Yes,Mailed check,One year,No,77.35,4417.75,No
Male,0,Yes,Yes,57,No,No,No,Yes,Yes,Bank transfer (automatic),One year,Yes,99.99,5726.53,No
Male,0,Yes,Yes,20,No,No,Yes,No,Yes,Electronic check,Month-to-month,No,64.37,1372.81,No
Female,0,Yes,No,29,No,No,Yes,No,No,Credit card (automatic),Month-to-month,Yes,96.15,2858.59,No
Female,1,No,No,67,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,75.7,5129.17,Yes
Female,0,Yes,No,5,Yes,No,No,Yes,Yes,Credit card (automatic),Two year,Yes,91.18,488.63,Yes
Male,1,No,No,47,No,No,No,Yes,No,Electronic check,Two year,Yes,93.2,4360.97,No
Female,0,No,No,58,No,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,47.4,2781.96,No
Male,1,No,No,58,No,No,Yes,No,No,Mailed check,One year,Yes,71.73,4125.41,No
Male,0,Yes,Yes,43,Yes,Yes,No,No,No,Credit card (automatic),Two year,Yes,92.97,3988.55,Yes
Male,0,Yes,No,56,No,Yes,No,Yes,No,Mailed check,Two year,Yes,96.8,5500.58,No
Female,1,No,No,66,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,100.08,6629.65,Yes
Male,1,Yes,Yes,56,No,Yes,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,72.51,4070.97,Yes
Female,0,Yes,Yes,9,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Two year,Yes,106.97,978.69,Yes
Female,0,Yes,Yes,18,No,No,Yes,Yes,No,Electronic check,Month-to-month,Yes,54.23,971.86,No
Female,0,No,Yes,22,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,34.13,653.75,Yes
Female,0,Yes,No,25,No,Yes,No,No,No,Credit card (automatic),Month-to-month,No,63.34,1526.54,Yes
Female,0,No,Yes,26,Yes,Yes,No,No,Yes,Credit card (automatic),Month-to-month,Yes,98.7,2593.98,Yes
Female,1,Yes,No,16,No,No,No,No,No,Electronic check,Month-to-month,Yes,43.93,661.47,Yes
Female,0,Yes,Yes,50,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,34.72,1731.33,No
Female,0,No,Yes,8,No,No,No,No,Yes,Electronic check,Two year,No,28.71,174.43,Yes
Male,0,Yes,No,57,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,87.66,4964.43,Yes
Female,0,No,Yes,48,No,No,Yes,No,No,Electronic check,Two year,No,35.26,1692.17,No
Male,0,Yes,No,70,No,No,No,Yes,No,Credit card (automatic),Two year,No,83.18,5863.94,No
Male,0,Yes,Yes,1,Yes,Yes,Yes,No,No,Electronic check,One year,Yes,62.13,112.72,No
Male,0,No,Yes,22,Yes,Yes,Yes,Yes,No,Credit card (automatic),One year,No,51.51,1100.07,No
Male,0,Yes,Yes,65,Yes,Yes,No,Yes,No,Credit card (automatic),Two year,Yes,46.03,3005.79,Yes
Male,1,Yes,No,36,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,74.95,2634.09,Yes
Male,0,No,No,41,No,Yes,Yes,No,Yes,Mailed check,Month-to-month,Yes,51.9,2130.45,Yes
Male,1,No,No,3,Yes,No,Yes,Yes,No,Mailed check,Two year,Yes,69.88,252.54,Yes
Male,0,No,No,55,Yes,Yes,No,No,No,Electronic check,Month-to-month,Yes,79.63,4376.84,No
Female,0,Yes,No,19,No,Yes,No,Yes,Yes,Bank transfer (automatic),Two year,No,84.7,1668.58,Yes
Female,0,Yes,No,70,Yes,No,Yes,No,No,Bank transfer (automatic),Month-to-month,No,92.42,6507.32,Yes
Male,0,No,No,27,No,No,No,Yes,Yes,Electronic check,Month-to-month,No,73.95,2007.6,No
Female,0,Yes,No,14,No,Yes,Yes,Yes,Yes,Credit card (automatic),One year,Yes,44.8,615.93,Yes
Male,0,Yes,Yes,43,No,No,No,No,No,Electronic check,One year,Yes,81.18,3466.59,Yes
Female,0,No,No,35,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,85.75,2935.6,No
Female,0,Yes,No,34,Yes,Yes,No,No,No,Credit card (automatic),Two year,No,65.64,2173.57,Yes
Male,0,Yes,No,69,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,63.09,4398.0,No
Male,0,Yes,No,27,No,No,No,No,No,Electronic check,Month-to-month,Yes,129.4,3562.03,Yes
Male,0,Yes,No,29,Yes,Yes,No,Yes,No,Electronic check,One year,No,38.97,1081.39,No
Female,0,No,Yes,45,No,Yes,Yes,No,No,Electronic check,Month-to-month,No,81.85,3686.24,No
Male,0,No,No,13,No,Yes,No,No,No,Mailed check,Month-to-month,Yes,95.1,1165.51,Yes
Male,0,Yes,No,60,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,61.81,3664.62,No
Male,0,Yes,No,17,No,No,No,Yes,Yes,Mailed check,Month-to-month,Yes,65.96,1132.94,Yes
Male,0,No,No,18,Yes,Yes,Yes,No,No,Mailed check,Two year,No,60.36,1063.23,No
Male,0,Yes,No,1,No,No,Yes,No,No,Electronic check,Month-to-month,No,70.01,18.0,Yes
Male,0,Yes,No,25,No,Yes,Yes,Yes,No,Mailed check,One year,No,91.59,2367.04,Yes
Female,1,No,No,42,No,Yes,Yes,No,No,Credit card (automatic),One year,Yes,65.24,2737.99,No
Male,0,No,Yes,51,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,130.0,6580.3,Yes
Male,1,Yes,No,65,No,Yes,No,No,Yes,Bank transfer (automatic),Two year,Yes,59.13,3849.49,No
Male,0,No,No,57,No,No,Yes,Yes,No,Electronic check,Month-to-month,Yes,103.06,5870.8,Yes
Male,0,Yes,No,24,Yes,Yes,No,Yes,No,Mailed check,Month-to-month,No,83.05,2012.28,Yes
Male,0,No,Yes,60,No,No,No,No,No,Credit card (automatic),One year,Yes,72.6,4340.91,No
Female,0,Yes,No,15,No,Yes,Yes,No,No,Credit card (automatic),One year,Yes,105.3,1593.62,No
Male,1,Yes,No,16,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,Yes,31.6,548.03,Yes
Female,0,No,No,26,No,No,No,No,No,Mailed check,Two year,Yes,80.2,2025.99,No
Female,0,Yes,Yes,39,Yes,No,Yes,Yes,Yes,Electronic check,Two year,Yes,52.81,2028.27,No
Male,0,Yes,No,15,No,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,59.54,930.81,No
Male,0,Yes,Yes,65,No,No,Yes,No,Yes,Electronic check,One year,No,58.41,3771.7,No
Female,0,No,No,20,No,Yes,Yes,No,Yes,Mailed check,Month-to-month,No,46.87,933.69,No
Female,0,No,No,29,Yes,Yes,No,No,No,Electronic check,Month-to-month,No,30.34,858.64,No
Female,0,Yes,No,44,Yes,Yes,No,No,Yes,Mailed check,Month-to-month,No,79.33,3472.2,Yes
Female,1,No,No,31,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,68.42,2098.81,Yes
Female,0,No,No,30,No,No,Yes,Yes,No,Bank transfer (automatic),One year,No,62.79,1826.93,No
Female,0,Yes,No,71,No,No,No,Yes,No,Mailed check,Month-to-month,Yes,88.22,6284.3,Yes
Male,0,Yes,Yes,32,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,80.85,2634.89,Yes
Male,1,Yes,Yes,9,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,63.6,564.42,Yes
Male,1,Yes,No,53,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,130.0,6932.73,Yes
Female,0,Yes,No,51,No,Yes,No,Yes,Yes,Mailed check,Month-to-month,No,94.43,4793.92,No
Female,0,Yes,No,16,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,Yes,128.68,2034.05,Yes
Female,0,Yes,No,62,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,60.04,3741.03,No
Male,1,Yes,No,29,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,75.99,2223.02,Yes
Female,0,No,No,11,No,No,No,Yes,No,Mailed check,Month-to-month,Yes,40.28,438.02,Yes
Female,0,Yes,No,13,Yes,No,No,No,No,Bank transfer (automatic),One year,No,62.07,837.34,Yes
Female,0,No,Yes,52,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,55.98,2853.3,Yes
Male,0,No,Yes,16,No,Yes,Yes,Yes,Yes,Mailed check,One year,Yes,130.0,2066.32,Yes
Female,0,No,Yes,34,No,No,Yes,No,No,Bank transfer (automatic),One year,No,53.38,1858.36,No
Female,0,No,No,53,No,No,Yes,Yes,No,Credit card (automatic),Month-to-month,No,64.38,3455.6,Yes
Male,0,No,No,62,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,35.11,2214.56,No
Male,1,Yes,No,36,No,No,Yes,Yes,No,Electronic check,Month-to-month,Yes,82.81,3027.07,Yes
Female,0,No,Yes,66,No,No,Yes,No,No,Electronic check,Month-to-month,No,48.39,3177.28,No
Female,0,Yes,No,22,No,Yes,No,No,Yes,Credit card (automatic),Month-to-month,Yes,92.05,1948.26,Yes
Male,0,No,Yes,63,No,No,Yes,Yes,Yes,Bank transfer (automatic),Two year,Yes,27.08,1694.41,No
Male,1,Yes,No,19,No,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,67.08,1303.16,Yes
Male,0,Yes,Yes,5,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,25.7,164.48,Yes
Female,0,Yes,No,53,No,Yes,Yes,No,No,Credit card (automatic),Two year,No,58.23,3062.39,No
Female,0,No,Yes,55,Yes,Yes,Yes,No,Yes,Credit card (automatic),Two year,No,63.11,3427.32,No
Male,0,Yes,No,67,No,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,55.62,3687.67,No
Female,0,Yes,No,67,No,No,No,No,No,Bank transfer (automatic),Month-to-month,No,57.99,3861.19,No
Female,0,Yes,No,8,No,No,No,Yes,Yes,Electronic check,Month-to-month,No,93.31,661.09,No
Male,0,Yes,Yes,45,No,Yes,Yes,No,No,Bank transfer (automatic),One year,Yes,122.19,5474.69,No
Male,0,No,No,51,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),One year,No,78.14,3987.47,Yes
Female,0,No,No,44,Yes,Yes,No,No,Yes,Mailed check,Month-to-month,No,49.36,2167.39,Yes
Male,1,Yes,No,2,Yes,Yes,No,No,No,Electronic check,Month-to-month,Yes,71.54,128.21,Yes
Female,0,Yes,No,4,Yes,No,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,61.5,214.97,Yes
Male,0,Yes,No,49,No,Yes,No,Yes,No,Electronic check,One year,No,91.35,4450.15,No
Male,0,Yes,No,62,Yes,No,No,No,No,Mailed check,Month-to-month,No,76.91,4743.36,Yes
Female,0,No,No,13,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,32.13,449.47,No
Male,0,No,No,4,No,Yes,No,No,Yes,Credit card (automatic),Month-to-month,Yes,96.35,385.36,Yes
Female,0,Yes,Yes,30,Yes,No,No,No,No,Bank transfer (automatic),One year,No,93.2,2938.63,No
Male,0,No,No,23,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,105.88,2420.3,No
Female,0,Yes,Yes,71,No,No,No,Yes,No,Electronic check,Two year,No,57.61,4109.69,No
Female,1,No,No,67,Yes,No,No,No,Yes,Electronic check,Month-to-month,No,77.22,5160.01,Yes
Male,1,Yes,No,41,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,41.57,1689.13,Yes
Male,0,No,Yes,69,No,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,No,68.77,4815.45,Yes
Female,0,Yes,No,17,Yes,No,No,Yes,No,Mailed check,Month-to-month,No,79.53,1396.86,No
Male,0,No,No,72,Yes,Yes,Yes,Yes,No,Electronic check,Month-to-month,Yes,54.73,3861.93,No
Male,0,Yes,No,33,Yes,No,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,78.22,2535.12,Yes
Female,0,Yes,Yes,35,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,74.03,2584.99,Yes
Male,0,Yes,No,4,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,No,59.2,213.55,No
Male,0,Yes,No,13,No,Yes,No,Yes,Yes,Mailed check,Two year,No,103.54,1278.14,No
Female,0,No,No,14,Yes,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,64.37,906.44,No
Female,1,No,No,36,Yes,No,Yes,No,No,Electronic check,Two year,No,73.19,2550.27,No
Male,0,No,Yes,14,No,Yes,Yes,No,No,Credit card (automatic),Two year,No,34.79,492.82,Yes
Female,0,Yes,Yes,8,Yes,Yes,No,No,Yes,Credit card (automatic),One year,Yes,82.46,692.53,Yes
Male,0,No,No,44,No,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,58.55,2615.67,Yes
Male,0,No,No,63,Yes,No,Yes,No,No,Bank transfer (automatic),Month-to-month,No,92.97,5850.81,Yes
Female,0,Yes,No,6,No,No,No,No,Yes,Electronic check,Two year,Yes,38.53,299.18,Yes
Female,1,Yes,No,41,Yes,No,No,No,Yes,Credit card (automatic),Month-to-month,No,80.34,3308.73,Yes
Male,0,Yes,No,70,Yes,Yes,Yes,No,Yes,Mailed check,Month-to-month,Yes,18.0,1298.06,No
Female,0,Yes,No,30,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,84.78,2510.29,Yes
Female,0,No,Yes,14,Yes,No,Yes,No,No,Electronic check,Month-to-month,Yes,65.8,989.74,No
Male,0,No,No,6,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,79.58,477.37,Yes
Male,0,No,Yes,68,No,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,No,55.6,3851.49,No
Male,0,Yes,No,30,No,Yes,No,No,No,Electronic check,One year,Yes,47.22,1477.62,Yes
Male,0,No,No,8,Yes,No,No,Yes,Yes,Mailed check,Month-to-month,Yes,59.57,488.17,No
Male,0,No,No,63,No,No,No,No,No,Mailed check,Month-to-month,Yes,74.61,4718.58,Yes
Female,0,Yes,No,58,Yes,No,No,Yes,No,Electronic check,Two year,No,83.84,4854.49,No
Male,0,No,No,51,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,77.29,3905.04,No
Male,1,Yes,No,7,No,No,Yes,Yes,No,Electronic check,Month-to-month,No,47.52,359.41,Yes
Male,0,Yes,No,6,No,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,114.1,709.11,Yes
Male,0,Yes,Yes,16,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,77.99,1174.96,Yes
Female,0,Yes,No,12,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,55.06,657.03,Yes
Male,0,No,No,39,No,Yes,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,80.18,3166.13,Yes
Female,0,Yes,Yes,29,Yes,No,No,Yes,No,Bank transfer (automatic),Two year,No,76.14,2274.13,No
Male,0,Yes,No,56,No,No,Yes,Yes,No,Electronic check,Two year,No,65.79,3716.99,No
Female,0,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Mailed check,Month-to-month,No,62.97,435.51,Yes
Female,0,Yes,No,53,Yes,No,No,Yes,No,Credit card (automatic),One year,Yes,93.64,4915.31,No
Female,0,Yes,No,68,No,No,Yes,Yes,Yes,Electronic check,One year,No,111.47,7564.28,No
Male,1,Yes,No,10,Yes,Yes,No,Yes,No,Mailed check,Two year,Yes,21.14,274.31,No
Male,1,No,No,47,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,Yes,99.53,4650.73,No
Female,0,Yes,Yes,37,Yes,Yes,No,Yes,No,Credit card (automatic),One year,Yes,70.48,2655.33,Yes
Female,0,No,Yes,7,No,No,No,Yes,No,Mailed check,Month-to-month,Yes,75.68,501.72,Yes
Female,0,Yes,Yes,22,No,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,102.44,2277.63,No
Female,1,No,Yes,57,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Two year,No,18.0,983.7,No
Male,0,No,No,63,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,89.55,5633.24,Yes
Female,0,Yes,No,27,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,100.78,2670.14,Yes
Female,0,Yes,No,8,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,Yes,53.47,492.73,Yes
Female,0,No,No,18,Yes,No,Yes,Yes,Yes,Electronic check,Two year,No,36.55,626.54,No
Female,0,Yes,No,61,No,Yes,Yes,No,No,Mailed check,Month-to-month,Yes,109.36,6601.23,Yes
Male,0,No,Yes,42,No,No,No,No,Yes,Electronic check,Month-to-month,No,27.85,1096.37,Yes
Male,1,Yes,Yes,31,No,Yes,No,No,No,Bank transfer (automatic),One year,Yes,80.05,2477.63,Yes
Female,0,Yes,No,1,Yes,Yes,No,No,Yes,Bank transfer (automatic),Month-to-month,No,94.55,73.94,Yes
Male,1,Yes,No,57,Yes,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,79.52,4561.74,No
Female,0,No,No,34,No,No,No,No,No,Electronic check,One year,No,83.55,2830.16,No
Female,0,Yes,No,40,Yes,No,No,Yes,Yes,Credit card (automatic),Two year,Yes,63.64,2598.05,No
Female,1,No,No,61,No,No,No,No,No,Credit card (automatic),One year,Yes,81.11,4930.08,Yes
Female,0,No,Yes,41,No,No,Yes,No,No,Credit card (automatic),Month-to-month,No,53.0,2219.06,No
Female,0,Yes,Yes,67,No,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,56.11,3716.19,Yes
Male,0,Yes,Yes,41,Yes,Yes,Yes,Yes,Yes,Electronic check,One year,Yes,70.85,2837.33,No
Male,0,Yes,No,25,Yes,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,33.04,789.04,Yes
Male,0,Yes,No,67,No,Yes,No,No,Yes,Bank transfer (automatic),One year,No,83.85,5567.09,No
Female,0,No,No,47,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,18.0,790.17,Yes
Female,0,Yes,Yes,55,No,No,Yes,Yes,Yes,Electronic check,Two year,No,78.71,4347.53,No
Female,0,Yes,No,17,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,80.96,1364.51,No
Female,0,No,No,49,No,No,Yes,Yes,No,Electronic check,Two year,Yes,50.93,2502.02,No
